ID,Modulo,Prioridad,Documento,Requisito
RNF-16,No funcionales,F2,08-no-funcionales.md,"Ambiente de pruebas con datos ficticios donde el equipo y los clientes nuevos puedan practicar sin tocar producción."
RNF-17,No funcionales,F3,08-no-funcionales.md,"Métricas de negocio por empresa expuestas por API para integraciones del cliente."
MIG-01,Migracion,MVP,11-fases-y-migracion.md,"Importar empresas, usuarios, suplidores, categorías, productos y existencias actuales, conservando las tasas de impuesto tal como están hoy (7% y 11.5%) hasta que se revisen."
MIG-02,Migracion,MVP,11-fases-y-migracion.md,"Cada producto migrado entra con un movimiento de inventario inicial de tipo ""saldo de apertura"", para que el kardex tenga origen."
MIG-03,Migracion,MVP,11-fases-y-migracion.md,"Revisión de datos cruzados antes de migrar: separar nombre de empresa y contacto en suplidores, y resolver empresas con nombre duplicado."
MIG-04,Migracion,MVP,11-fases-y-migracion.md,"Corte por fecha: las facturas nuevas se emiten solo en v2; el sistema actual queda en modo lectura durante el periodo de transición acordado."
MIG-05,Migracion,MVP,11-fases-y-migracion.md,"Ensayo de migración completo en un ambiente de prueba, con reporte de diferencias revisado y aprobado antes del corte real."
MIG-06,Migracion,F2,11-fases-y-migracion.md,"Importar el histórico de facturas de los últimos meses que se acuerden, solo como consulta, sin afectar inventario ni cuadres."
MIG-07,Migracion,F2,11-fases-y-migracion.md,"Guía de cambios para los usuarios: qué se movió de sitio y cómo se hace ahora cada tarea del día."
MIG-08,Migracion,MVP,11-fases-y-migracion.md,"Limpieza de los datos de la consola actual antes de migrar: empresas duplicadas (12 y 13 ""Evolución Digital"", 14 y 15 ""Innovacion Digital"", con la misma dirección y teléfono), la empresa sin usuarios y los usuarios sin empresa."
MIG-09,Migracion,MVP,11-fases-y-migracion.md,"Reasignar el rol real de cada usuario: hoy los nueve son ""Administrador"" y los otros cuatro roles no se usan."
MIG-10,Migracion,MVP,11-fases-y-migracion.md,"Conservar los métodos de pago actuales (Cheque, ATH Móvil, PayPal) y completar el catálogo con efectivo, tarjeta y transferencia (`ADM-17`)."
MIG-11,Migracion,MVP,11-fases-y-migracion.md,"Asignar país y moneda a cada empresa migrada según su dirección real, no por omisión (`ADM-22`)."
MIG-12,Migracion,MVP,11-fases-y-migracion.md,"Al migrar, cada registro recibe su identificador público ULID; los identificadores numéricos actuales dejan de ser visibles y no se publican en la API (`ARQ-13`)."
SEG-01,Seguridad,MVP,13-seguridad.md,"Contraseñas con hash Argon2id (o bcrypt con costo alto si el hosting no ofrece Argon2), mínimo 10 caracteres y rechazo de las filtradas más comunes."
SEG-02,Seguridad,MVP,13-seguridad.md,"Sesión por cookie `HttpOnly`, `Secure`, `SameSite=Lax`, con nombre y dominio distintos en cada aplicación. El token de sesión nunca se guarda en `localStorage`."
SEG-03,Seguridad,MVP,13-seguridad.md,"Rotación del identificador de sesión al iniciar sesión, al cambiar de empresa y al cambiar la contraseña."
SEG-04,Seguridad,MVP,13-seguridad.md,"Cierre de sesión que invalida el token en el servidor, no solo borra la cookie."
SEG-05,Seguridad,MVP,13-seguridad.md,"Bloqueo progresivo por intentos fallidos, contado por cuenta y por dirección IP, con aviso al correo del usuario al desbloquear."
SEG-06,Seguridad,MVP,13-seguridad.md,"Cambio de contraseña y de correo exigen la contraseña actual y cierran las demás sesiones activas."
SEG-07,Seguridad,MVP,13-seguridad.md,"Los enlaces de invitación y de recuperación son de un solo uso, caducan y quedan invalidados al usarse o al emitirse uno nuevo."
SEG-08,Seguridad,MVP,13-seguridad.md,"Los mensajes de acceso no revelan si un correo está registrado."
SEG-09,Seguridad,F2,13-seguridad.md,"Segundo factor TOTP con códigos de respaldo de un solo uso; obligatorio para todo usuario de plataforma (`ADM-06`)."
SEG-10,Seguridad,F2,13-seguridad.md,"Aviso por correo ante inicio de sesión desde un dispositivo o lugar nuevo."
SEG-11,Seguridad,MVP,13-seguridad.md,"Toda ruta niega por defecto: sin política que la permita explícitamente, no responde. No existen endpoints públicos salvo los declarados en la lista de excepciones."
SEG-12,Seguridad,MVP,13-seguridad.md,"La empresa activa y el rol se leen de la sesión del servidor en cada petición (`ARQ-05`), y la autorización se resuelve con políticas, no con condicionales repartidos por los controladores."
SEG-13,Seguridad,MVP,13-seguridad.md,"Los campos que llegan del cliente se validan contra un esquema explícito y se descarta lo demás. Nunca se asigna en masa lo que venga en la petición."
SEG-14,Seguridad,MVP,13-seguridad.md,"Los campos sensibles no son escribibles por API aunque el rol tenga acceso al recurso: empresa, rol, estado de pago, totales calculados, existencia y consecutivos."
SEG-15,Seguridad,MVP,13-seguridad.md,"El enlace público de una factura (`FAC-10`) usa un token largo propio del documento, revocable, que solo da acceso a ese documento en modo lectura."
SEG-16,Seguridad,MVP,13-seguridad.md,"La impersonación (`ARQ-14`) no permite cambiar contraseñas, invitar usuarios, ni borrar datos: es una sesión de lectura y operación acotada."
SEG-17,Seguridad,MVP,13-seguridad.md,"Cifrado en tránsito con TLS obligatorio y HSTS; el sitio no responde por HTTP salvo para redirigir."
SEG-18,Seguridad,MVP,13-seguridad.md,"Cifrado en reposo de la base de datos y del almacenamiento de archivos."
SEG-19,Seguridad,MVP,13-seguridad.md,"Cifrado a nivel de columna para los datos que no se consultan pero se guardan: certificados de exención, referencias bancarias y secretos de segundo factor."
SEG-20,Seguridad,MVP,13-seguridad.md,"Los archivos subidos se validan por tipo real y tamaño, se guardan fuera de la raíz web con nombre generado, y se sirven por URL firmada de corta duración. Nunca se ejecuta ni se sirve un archivo subido como código."
SEG-21,Seguridad,MVP,13-seguridad.md,"Los respaldos están cifrados y su restauración exige credenciales distintas de las de producción."
SEG-22,Seguridad,MVP,13-seguridad.md,"Ni contraseñas, ni tokens, ni datos de clientes aparecen en los registros de la aplicación. Los mensajes de error al usuario no incluyen detalles internos (`RNF-11`)."
SEG-23,Seguridad,MVP,13-seguridad.md,"Los ambientes de prueba no usan datos reales de clientes; si se copia producción, se anonimiza."
SEG-24,Seguridad,F2,13-seguridad.md,"Purga automática al vencer los plazos de retención (`ARQ-12`, `RNF-14`, `ADM-14`)."
SEG-25,Seguridad,MVP,13-seguridad.md,"Cabeceras de seguridad en las dos apps: `Content-Security-Policy` sin `unsafe-inline`, `X-Content-Type-Options`, `Referrer-Policy`, `X-Frame-Options` o `frame-ancestors`, y `Permissions-Policy`."
SEG-26,Seguridad,MVP,13-seguridad.md,"Protección CSRF en toda petición que modifica datos, con la cookie de sesión en `SameSite`."
SEG-27,Seguridad,MVP,13-seguridad.md,"CORS restringido a los dominios propios de cada app; sin comodines y sin credenciales hacia orígenes desconocidos."
SEG-28,Seguridad,MVP,13-seguridad.md,"Todo texto que viene de la base de datos se escapa al mostrarse. No se inyecta HTML de usuario en el DOM."
SEG-29,Seguridad,MVP,13-seguridad.md,"Consultas siempre parametrizadas. Prohibido concatenar entrada del usuario en SQL, y también en los nombres de columna por los que se ordena: se validan contra una lista blanca."
SEG-30,Seguridad,MVP,13-seguridad.md,"Límite de tasa por IP y por cuenta en autenticación, búsqueda, exportación e importación, con respuesta clara al usuario cuando lo alcanza."
SEG-31,Seguridad,MVP,13-seguridad.md,"Límite de tamaño en peticiones, archivos y resultados de exportación, para que nadie tumbe el servicio con una sola llamada."
SEG-32,Seguridad,MVP,13-seguridad.md,"Los PDF y las plantillas de correo se generan con plantillas escapadas; el renderizador de PDF no puede alcanzar la red interna ni el sistema de archivos."
SEG-33,Seguridad,F2,13-seguridad.md,"Reporte de violaciones de CSP recolectado y revisado."
SEG-34,Seguridad,MVP,13-seguridad.md,"Secretos fuera del repositorio, inyectados por variables de entorno, distintos por ambiente y rotables sin desplegar código."
SEG-35,Seguridad,MVP,13-seguridad.md,"Dependencias con versión fijada y revisión automática de vulnerabilidades en cada integración continua; una vulnerabilidad alta bloquea el despliegue."
SEG-36,Seguridad,MVP,13-seguridad.md,"Análisis estático de seguridad en la integración continua, además del de tipos."
SEG-37,Seguridad,MVP,13-seguridad.md,"La base de datos y Redis no se exponen a internet; el acceso administrativo pasa por red privada o túnel."
SEG-38,Seguridad,MVP,13-seguridad.md,"El usuario de base de datos de la aplicación no es superusuario y no puede alterar las políticas RLS ni el esquema. Las migraciones corren con otro usuario."
SEG-39,Seguridad,MVP,13-seguridad.md,"Alertas ante señales de abuso: ráfagas de fallos de acceso, exportaciones masivas, impersonaciones repetidas y errores de aislamiento."
SEG-40,Seguridad,MVP,13-seguridad.md,"Ninguna credencial de cliente en manos del equipo: soporte entra por impersonación (`ARQ-14`), nunca pidiendo la contraseña."
SEG-41,Seguridad,F2,13-seguridad.md,"Prueba de penetración externa antes de abrir el registro a clientes nuevos, y repetición anual."
SEG-42,Seguridad,F2,13-seguridad.md,"Plan de respuesta a incidentes escrito: quién decide, cómo se avisa a los clientes afectados y en cuánto tiempo."
CAL-01,Proceso y calidad,MVP,14-proceso-y-calidad.md,"Ningún componente se da por terminado sin haberse ejecutado en el navegador, con datos reales de semilla, y verificado a mano el flujo completo que habilita."
CAL-02,Proceso y calidad,MVP,14-proceso-y-calidad.md,"Cada endpoint se entrega junto con la pantalla que lo consume. No se acumulan endpoints sin interfaz ni pantallas contra datos simulados."
CAL-03,Proceso y calidad,MVP,14-proceso-y-calidad.md,"Antes de dar por terminado un componente se prueba también lo que debe fallar: sin sesión, con rol insuficiente, con datos inválidos y con datos de otra empresa."
CAL-04,Proceso y calidad,MVP,14-proceso-y-calidad.md,"Toda entrega deja evidencia: captura de la pantalla funcionando y salida de las pruebas ejecutadas."
CAL-05,Proceso y calidad,MVP,14-proceso-y-calidad.md,"Las dependencias necesarias para probar (PHP, Composer, Node, PostgreSQL, Redis) se instalan y se documentan en el arranque del ambiente, no se dejan como pendiente."
CAL-06,Proceso y calidad,MVP,14-proceso-y-calidad.md,"El proyecto arranca completo con un solo comando desde un clon limpio, incluyendo migraciones y semillas. Si no arranca, eso es el primer defecto a corregir."
CAL-07,Proceso y calidad,MVP,14-proceso-y-calidad.md,"Las semillas crean un escenario usable: dos empresas con datos distintos, un usuario por rol, productos con y sin existencia, facturas en cada estado y un turno de caja abierto."
CAL-08,Proceso y calidad,MVP,14-proceso-y-calidad.md,"Cada pantalla se revisa en escritorio y en 390 px de ancho antes de darla por terminada (`RNF-03`)."
CAL-09,Proceso y calidad,MVP,14-proceso-y-calidad.md,"Cada pantalla se revisa en tema claro y oscuro (`IU-03`) y con recorrido por teclado (`RNF-04`)."
CAL-10,Proceso y calidad,MVP,14-proceso-y-calidad.md,"Un defecto encontrado al probar se corrige antes de pasar al componente siguiente, o se registra explícitamente con su motivo."
CAL-11,Proceso y calidad,MVP,14-proceso-y-calidad.md,"Las reglas de cálculo se prueban con casos numéricos escritos antes de la implementación: impuestos, descuentos, totales, existencias y diferencia de caja."
CAL-12,Proceso y calidad,F2,14-proceso-y-calidad.md,"Prueba automatizada de extremo a extremo de los tres flujos críticos —facturar, importar productos y cerrar turno— ejecutada en cada integración."
